Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Kyle Korver (14009986),Kyle Korver,14009986,SG/SF/F/G/UTIL,3100,MIL@NY 12/21/2019 07:30PM ET,MIL,10.85
C,Robin Lopez (14010008),Robin Lopez,14010008,C/UTIL,3100,MIL@NY 12/21/2019 07:30PM ET,MIL,10.78
SG/SF,Pat Connaughton (14010010),Pat Connaughton,14010010,SG/SF/F/G/UTIL,3100,MIL@NY 12/21/2019 07:30PM ET,MIL,13.94
PF/C,Noah Vonleh (14009996),Noah Vonleh,14009996,PF/C/F/UTIL,3100,MIN@POR 12/21/2019 10:00PM ET,MIN,10.72
C,Norvel Pelle (14009976),Norvel Pelle,14009976,C/UTIL,3100,WAS@PHI 12/21/2019 07:00PM ET,PHI,12.15
PG,Raul Neto (14010000),Raul Neto,14010000,PG/G/UTIL,3100,WAS@PHI 12/21/2019 07:00PM ET,PHI,8.77
PF/C,Luke Kornet (14009982),Luke Kornet,14009982,PF/C/F/UTIL,3100,CHI@DET 12/21/2019 07:00PM ET,CHI,7.25
PF/C,Trey Lyles (14009978),Trey Lyles,14009978,PF/C/F/UTIL,3100,LAC@SA 12/21/2019 08:30PM ET,SA,14.44
SG/SF,Rodney McGruder (14010003),Rodney McGruder,14010003,SG/SF/F/G/UTIL,3100,LAC@SA 12/21/2019 08:30PM ET,LAC,10.25
PF/C,Patrick Patterson (14010015),Patrick Patterson,14010015,PF/C/F/UTIL,3100,LAC@SA 12/21/2019 08:30PM ET,LAC,11.36
SG/SF,Eric Gordon (14009991),Eric Gordon,14009991,SG/SF/F/G/UTIL,3100,HOU@PHO 12/21/2019 09:00PM ET,HOU,16.47
SG/SF,Reggie Bullock (14010019),Reggie Bullock,14010019,SG/SF/F/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,0
SG/SF,Wayne Ellington (14010072),Wayne Ellington,14010072,SG/SF/F/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,8.65
PG/SG,Kadeem Allen (14010077),Kadeem Allen,14010077,PG/SG/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,15
PG/SG,Allonzo Trier (14010081),Allonzo Trier,14010081,PG/SG/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,12.21
PF/C,Ivan Rabb (14010085),Ivan Rabb,14010085,PF/C/F/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,0
SF/PF,Ignas Brazdeikis (14010089),Ignas Brazdeikis,14010089,SF/PF/F/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,NY,3.54
SG/SF,Cameron Reynolds (14010223),Cameron Reynolds,14010223,SG/SF/F/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,MIL,0
PG/SG,Frank Mason III (14010228),Frank Mason III,14010228,PG/SG/G/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,MIL,4.42
SF/PF,Thanasis Antetokounmpo (14010232),Thanasis Antetokounmpo,14010232,SF/PF/F/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,MIL,4.55
PF/C,D.J. Wilson (14010236),D.J. Wilson,14010236,PF/C/F/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,MIL,9.23
PF/C,Dragan Bender (14010240),Dragan Bender,14010240,PF/C/F/UTIL,3000,MIL@NY 12/21/2019 07:30PM ET,MIL,8.83
PF/C,Skal Labissiere (14010024),Skal Labissiere,14010024,PF/C/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,15.73
PF/C,Anthony Tolliver (14010161),Anthony Tolliver,14010161,PF/C/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,9.42
SG/SF,Rodney Hood (14010165),Rodney Hood,14010165,SG/SF/F/G/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,19.90
SF/PF,Mario Hezonja (14010170),Mario Hezonja,14010170,SF/PF/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,11.94
SG,Gary Trent Jr. (14010174),Gary Trent Jr.,14010174,SG/G/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,6.80
SF/PF,Jaylen Hoard (14010177),Jaylen Hoard,14010177,SF/PF/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,4.15
C,Moses Brown (14010181),Moses Brown,14010181,C/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,5.19
SF/PF,Nassir Little (14010183),Nassir Little,14010183,SF/PF/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,POR,11.61
SF,Kelan Martin (14010328),Kelan Martin,14010328,SF/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,MIN,8.5
SF/PF,Keita Bates-Diop (14010331),Keita Bates-Diop,14010331,SF/PF/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,MIN,13.03
PG,Jordan McLaughlin (14010335),Jordan McLaughlin,14010335,PG/G/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,MIN,8.06
PG/SG,Jaylen Nowell (14010338),Jaylen Nowell,14010338,PG/SG/G/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,MIN,4.75
PF/C,Naz Reid (14010342),Naz Reid,14010342,PF/C/F/UTIL,3000,MIN@POR 12/21/2019 10:00PM ET,MIN,2.38
PG/SG,Trey Burke (14010028),Trey Burke,14010028,PG/SG/G/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,PHI,14.89
SG/SF,Marial Shayok (14010032),Marial Shayok,14010032,SG/SF/F/G/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,PHI,0
PF/C,Jonah Bolden (14010037),Jonah Bolden,14010037,PF/C/F/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,PHI,1.75
PG/SG,Shake Milton (14010041),Shake Milton,14010041,PG/SG/G/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,PHI,5.94
SG/SF,Zhaire Smith (14010045),Zhaire Smith,14010045,SG/SF/F/G/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,PHI,0
SG/SF,C.J. Miles (14010187),C.J. Miles,14010187,SG/SF/F/G/UTIL,3000,WAS@PHI 12/21/2019 07:00PM ET,WAS,12.85
