Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Amile Jefferson (13978155),Amile Jefferson,13978155,PF/C/F/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,2.46
SG/SF,B.J. Johnson (13978159),B.J. Johnson,13978159,SG/SF/F/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,0
SG/SF,Wes Iwundu (13978164),Wes Iwundu,13978164,SG/SF/F/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,8.5
PG,Josh Magette (13978169),Josh Magette,13978169,PG/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,4.75
SG/SF,Melvin Frazier (13978172),Melvin Frazier,13978172,SG/SF/F/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,1.65
SG/SF,E'Twaun Moore (13977986),E'Twaun Moore,13977986,SG/SF/F/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,17.14
SF/PF,Darius Miller (13977991),Darius Miller,13977991,SF/PF/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,0
PG,Josh Gray (13977995),Josh Gray,13977995,PG/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,2.5
SF/PF,Zylan Cheatham (13977998),Zylan Cheatham,13977998,SF/PF/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,3.38
PG/SG,Frank Jackson (13978002),Frank Jackson,13978002,PG/SG/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,10.5
PG/SG,Nickeil Alexander-Walker (13978006),Nickeil Alexander-Walker,13978006,PG/SG/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,12.65
PF/C,Nicolo Melli (13978010),Nicolo Melli,13978010,PF/C/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,NO,11.89
SF/PF,Wilson Chandler (13978126),Wilson Chandler,13978126,SF/PF/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,17.75
SF/PF,Kevin Durant (13978130),Kevin Durant,13978130,SF/PF/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,0
PF/C,Henry Ellenson (13978134),Henry Ellenson,13978134,PF/C/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,2.33
SG/SF,Timothe Luwawu-Cabarrot (13978138),Timothe Luwawu-Cabarrot,13978138,SG/SF/F/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,6.38
PF/C,Nicolas Claxton (13978143),Nicolas Claxton,13978143,PF/C/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,8.89
SF/PF,Rodions Kurucs (13978147),Rodions Kurucs,13978147,SF/PF/F/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,6.79
SG/SF,David Nwaba (13978208),David Nwaba,13978208,SG/SF/F/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,10.33
PG/SG,Theo Pinson (13978213),Theo Pinson,13978213,PG/SG/G/UTIL,3000,BKN@NO 12/17/2019 08:00PM ET,BKN,12.12
